INSERT INTO `alumno` VALUES ('20150001', 'Almaraz', 'Remigio', 'Manuel Alejandro', 'Ma Elena', 'priv macadamia', 'Huehuetoca', 54689, '5519093222', '5545746226', '15/16');
INSERT INTO `alumno` VALUES ('20150727', 'RODRIGEZ', 'ORTIZ', 'REINALDO', 'MAR', 'Calle constinuacion 227', 'Tultitlan', 48271, '196545655.7', '196545655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150728', 'RODR', 'PALACIOS', 'ALEXANDER', 'MIGUEL', 'Calle constinuacion 228', 'Cuatitlan', 46483, '192546655.7', '192546655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150729', 'RODR', 'REAL', 'SERGIO', 'RODRIGO', 'Calle constinuacion 229', 'Huehuetoca', 44695, '188547655.7', '188547655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150730', 'RODR', 'RIVAS', 'FERNANDO', 'GUSTAVO', 'Calle constinuacion 230', 'Coacalco', 42907, '184548655.7', '184548655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150731', 'RODR', 'VARGAS', 'ALVARO', 'LEONARDO', 'Calle constinuacion 231', 'Tultitlan', 41119, '180549655.7', '180549655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150732', 'ROJAS', 'IREGUI', 'ALIETH', 'GLADYS', 'Calle constinuacion 232', 'Cuatitlan', 39331, '176550655.7', '176550655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150733', 'ROJAS', 'LOZANO', 'ANGELA', 'MIGUEL', 'Calle constinuacion 233', 'Naucalpan', 37543, '172551655.7', '172551655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150734', 'ROJAS', 'POSADA', 'JAVIER', 'JOS', 'Calle constinuacion 234', 'Huehuetoca', 35755, '168552655.7', '168552655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150735', 'ROJAS', 'ROMERO', 'PEDRO', 'OSCAR', 'Calle constinuacion 235', 'Coacalco', 33967, '164553655.7', '164553655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150736', 'ROJAS', 'SANTOS', 'MAR', 'FERNANDO', 'Calle constinuacion 236', 'Tultitlan', 32179, '160554655.7', '160554655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150737', 'ROJAS', 'URBANO', 'MIGUEL', 'MAURICIO', 'Calle constinuacion 237', 'Cuatitlan', 30391, '156555655.7', '156555655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150738', 'ROLD', '', 'RODRIGO', 'RICARDO', 'Calle constinuacion 238', 'Naucalpan', 28603, '152556655.7', '152556655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150739', 'ROLD', 'RODR', 'GUSTAVO', 'EMMANUEL', 'Calle constinuacion 239', 'Huehuetoca', 42907, '148557655.7', '148557655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150740', 'ROMERO', 'MANZANO', 'LEONARDO', 'PEDRO', 'Calle constinuacion 240', 'Coacalco', 41119, '144558655.7', '144558655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150741', 'ROMERO', 'OSPINA', 'GLADYS', 'LILIANA', 'Calle constinuacion 241', 'Tultitlan', 39331, '140559655.7', '140559655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150742', 'ROMERO', 'PARDO', 'MIGUEL', 'HELBER', 'Calle constinuacion 242', 'Cuatitlan', 37543, '136560655.7', '136560655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150743', 'ROMERO', 'REYES', 'JOS', 'SANDRA', 'Calle constinuacion 243', 'Naucalpan', 35755, '132561655.7', '132561655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150744', 'ROMERO', 'SABOGAL', 'OSCAR', 'OLIVER', 'Calle constinuacion 244', 'Huehuetoca', 33967, '128562655.7', '128562655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150745', 'ROMERO', 'SANCLEMENTE', 'FERNANDO', 'ROSALBA', 'Calle constinuacion 245', 'Coacalco', 32179, '124563655.7', '124563655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150746', 'ROMERO', 'VEGA', 'MAURICIO', 'MAR', 'Calle constinuacion 246', 'Tultitlan', 30391, '120564655.7', '120564655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150747', 'ROSERO', 'GONZ', 'RICARDO', 'PAULA', 'Calle constinuacion 247', 'Cuatitlan', 28603, '116565655.7', '116565655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150748', 'ROZENTAL', 'KLINGER', 'EMMANUEL', 'ERNESTO', 'Calle constinuacion 248', 'Huehuetoca', 26815, '112566655.7', '112566655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150749', 'ROZO', 'MORA', 'PEDRO', 'CARLOS', 'Calle constinuacion 249', 'Coacalco', 25027, '108567655.7', '108567655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150750', 'ROZO', 'RAM', 'LILIANA', 'BERTHA', 'Calle constinuacion 250', 'Tultitlan', 23239, '104568655.7', '104568655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150751', 'RUBIANO', 'ORJUELA', 'HELBER', 'MIGUEL', 'Calle constinuacion 251', 'Cuatitlan', 21451, '100569655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150752', 'RUBIANO', 'PALOMINO', 'SANDRA', 'CAROLINA', 'Calle constinuacion 252', 'Naucalpan', 19663, '559120989', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150753', 'RUBIO', 'MAYA', 'OLIVER', 'KELLY', 'Calle constinuacion 253', 'Huehuetoca', 17875, '559122989', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150754', 'RUBIO', 'MUNEVAR', 'ROSALBA', 'MAGDA', 'Calle constinuacion 254', 'Coacalco', 16087, '551122989', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150755', 'RUBIO', 'PINZ', 'MAR', 'GLADYS', 'Calle constinuacion 255', 'Tultitlan', 50059, '548457655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150756', 'RUGE', 'ZUNIGA', 'PAULA', 'CLARET', 'Calle constinuacion 256', 'Cuatitlan', 48271, '544458655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150757', 'RUIZ', 'CASTRO', 'ERNESTO', 'LILY', 'Calle constinuacion 257', 'Naucalpan', 46483, '540459655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150758', 'RUIZ', 'L', 'CARLOS', 'ANDR', 'Calle constinuacion 258', 'Huehuetoca', 44695, '536460655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150759', 'RUIZ', 'MARIN', 'BERTHA', 'LU', 'Calle constinuacion 259', 'Coacalco', 42907, '532461655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150760', 'SAAVEDRA', 'RODR', 'MIGUEL', 'WILLIAM', 'Calle constinuacion 260', 'Tultitlan', 41119, '528462655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150761', 'S', 'MOLINA', 'CAROLINA', 'INGRID', 'Calle constinuacion 261', 'Cuatitlan', 39331, '524463655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150762', 'S', 'MOLINA', 'KELLY', 'MARTIN', 'Calle constinuacion 262', 'Naucalpan', 37543, '520464655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150763', 'SALAMANCA', 'TIRIAT', 'MAGDA', 'JHON', 'Calle constinuacion 263', 'Huehuetoca', 35755, '516465655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150764', 'SALAS', 'VILLAMIZAR', 'GLADYS', 'NATALIA', 'Calle constinuacion 264', 'Coacalco', 33967, '512466655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150765', 'SALAZAR', 'L', 'CLARET', 'ALEX', 'Calle constinuacion 265', 'Tultitlan', 32179, '508467655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150766', 'SALAZAR', 'MODERA', 'LILY', 'LUZ', 'Calle constinuacion 266', 'Cuatitlan', 30391, '504468655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150767', 'SALAZAR', 'VILLAFANE', 'ANDR', 'MAR', 'Calle constinuacion 267', 'Huehuetoca', 28603, '500469655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150768', 'SALCEDO', 'D', 'LU', 'EMMA', 'Calle constinuacion 268', 'Coacalco', 26815, '496470655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150769', 'SALDARRIAGA', 'OCHOA', 'WILLIAM', 'WILLIAM', 'Calle constinuacion 269', 'Tultitlan', 25027, '492471655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150770', 'SALGADO', 'BEJARANO', 'INGRID', 'RAFAEL', 'Calle constinuacion 270', 'Cuatitlan', 23239, '488472655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150771', 'S', 'CASTA', 'MARTIN', 'MAR', 'Calle constinuacion 271', 'Naucalpan', 21451, '559120989', '559120989', '15/16');
INSERT INTO `alumno` VALUES ('20150772', 'S', 'LONDO', 'JHON', 'CARLOS', 'Calle constinuacion 272', 'Huehuetoca', 19663, '559122989', '559122989', '15/16');
INSERT INTO `alumno` VALUES ('20150773', 'S', 'MART', 'NATALIA', 'GRACIELA', 'Calle constinuacion 273', 'Coacalco', 17875, '551122989', '551122989', '15/16');
INSERT INTO `alumno` VALUES ('20150774', 'S', 'OTERO', 'ALEX', 'FERDINANDO', 'Calle constinuacion 274', 'Tultitlan', 16087, '548457655.7', '548457655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150775', 'S', 'PINEDA', 'LUZ', 'D', 'Calle constinuacion 275', 'Cuatitlan', 54122, '544458655.7', '544458655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150776', 'S', 'SOTO', 'MAR', 'REMIGIO', 'Calle constinuacion 276', 'Naucalpan', 5199, '540459655.7', '540459655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150777', 'SANCLEMENTE', 'CORDOBA', 'EMMA', 'MAR', 'Calle constinuacion 277', 'Huehuetoca', 58999, '536460655.7', '536460655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150778', 'SANCLEMENTE', 'GUEVARA', 'WILLIAM', 'MARCELA', 'Calle constinuacion 278', 'Coacalco', 57211, '532461655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150779', 'SANDOVAL', 'JIM', 'RAFAEL', 'MAR', 'Calle constinuacion 279', 'Tultitlan', 55423, '528462655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150780', 'SANDOVAL', 'VILLADIEGO', 'MAR', 'INGRID', 'Calle constinuacion 280', 'Cuatitlan', 53635, '524463655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150781', 'SANGUINO', 'ROMERO', 'CARLOS', 'SAULO', 'Calle constinuacion 281', 'Naucalpan', 51847, '520464655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150782', 'SANTANA', 'CALDER', 'GRACIELA', 'SUCCAR', 'Calle constinuacion 282', 'Huehuetoca', 50059, '516465655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150783', 'SANTIAGO', 'HOYOS', 'FERDINANDO', 'JORGE', 'Calle constinuacion 283', 'Coacalco', 48271, '512466655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150784', 'SANTIAGO', 'DE', 'D', 'IVAN', 'Calle constinuacion 284', 'Tultitlan', 46483, '508467655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150785', 'SARABIA', 'MORALES', 'REMIGIO', 'FABIO', 'Calle constinuacion 285', 'Cuatitlan', 44695, '504468655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150786', 'SARMIENTO', 'AM', 'MAR', 'NESTOR', 'Calle constinuacion 286', 'Huehuetoca', 54122, '500469655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150787', 'SARMIENTO', 'GUZM', 'MARCELA', 'DIANA', 'Calle constinuacion 287', 'Coacalco', 5199, '496470655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150788', 'SATIZABAL', 'MEJ', 'MAR', 'AMILY', 'Calle constinuacion 288', 'Tultitlan', 58999, '492471655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150789', 'SCHIFER', 'LONDO', 'INGRID', 'SANDRA', 'Calle constinuacion 289', 'Cuatitlan', 57211, '488472655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150790', 'SCHIMJAWICZ', 'LEVY', 'SAULO', 'MAR', 'Calle constinuacion 290', 'Naucalpan', 55423, '484473655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150791', 'SEDAN', 'DE', 'SUCCAR', 'ELIZABETH', 'Calle constinuacion 291', 'Huehuetoca', 53635, '480474655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150792', 'SEGRERA', 'IBA', 'JORGE', 'GLADYS', 'Calle constinuacion 292', 'Coacalco', 51847, '476475655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150793', 'SEGURA', 'BECERRA', 'IVAN', 'MART', 'Calle constinuacion 293', 'Tultitlan', 50059, '472476655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150794', 'SEGURA', 'ESCOBAR', 'FABIO', 'MAR', 'Calle constinuacion 294', 'Cuatitlan', 48271, '468477655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150795', 'SEGURA', 'FORERO', 'NESTOR', 'MAR', 'Calle constinuacion 295', 'Naucalpan', 46483, '464478655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150796', 'SEPULVEDA', 'ASTUDILLO', 'DIANA', 'MARTHA', 'Calle constinuacion 296', 'Huehuetoca', 44695, '460479655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150797', 'SERRANO', 'DELGADO', 'AMILY', 'MANUEL', 'Calle constinuacion 297', 'Coacalco', 42907, '456480655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150798', 'SERRANO', 'G', 'SANDRA', 'CARLOS', 'Calle constinuacion 298', 'Tultitlan', 41119, '452481655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150799', 'SERRANO', 'PACHECO', 'MAR', 'EPS', 'Calle constinuacion 299', 'Cuatitlan', 39331, '448482655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150800', 'SERRANO', 'VALENCIA', 'ELIZABETH', 'CARLOS', 'Calle constinuacion 300', 'Naucalpan', 37543, '444483655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150801', 'SIERRA', 'CASAS', 'GLADYS', 'SERGIO', 'Calle constinuacion 301', 'Huehuetoca', 35755, '440484655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150802', 'SILVA', 'DE', 'MART', 'GLORIA', 'Calle constinuacion 302', 'Coacalco', 33967, '436485655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150803', 'SILVA', 'V', 'MAR', 'JUAN', 'Calle constinuacion 303', 'Tultitlan', 32179, '432486655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150804', 'SKINNER', 'SIERRA', 'MAR', 'NICOLE', 'Calle constinuacion 304', 'Cuatitlan', 30391, '428487655.7', '428487655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150805', 'SOLARTE', 'BOLA', 'MARTHA', 'JUSTO', 'Calle constinuacion 305', 'Huehuetoca', 28603, '424488655.7', '424488655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150806', 'SOTELLO', 'AGUILERA', 'MANUEL', 'YOLANDA', 'Calle constinuacion 306', 'Coacalco', 26815, '420489655.7', '420489655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150807', 'SOTO', 'MARIN', 'CARLOS', 'LU', 'Calle constinuacion 307', 'Tultitlan', 25027, '416490655.7', '416490655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150808', 'STUNKEL', 'VAN', 'EPS', 'MARGARITA', 'Calle constinuacion 308', 'Cuatitlan', 23239, '412491655.7', '412491655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150809', 'SU', 'D', 'CARLOS', 'ANA', 'Calle constinuacion 309', 'Naucalpan', 21451, '408492655.7', '408492655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150810', 'SU', 'D', 'SERGIO', 'CESAR', 'Calle constinuacion 310', 'Huehuetoca', 19663, '404493655.7', '404493655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150811', 'SU', 'OTERO', 'GLORIA', 'JORGE', 'Calle constinuacion 311', 'Coacalco', 17875, '400494655.7', '400494655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150812', 'SU', 'P', 'JUAN', 'MARTHA', 'Calle constinuacion 312', 'Tultitlan', 16087, '396495655.7', '396495655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150813', 'SUCCAR', 'SEDAN', 'NICOLE', 'ALICIA', 'Calle constinuacion 313', 'Cuatitlan', 14299, '392496655.7', '392496655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150814', 'TABARES', 'SEGOVIA', 'JUSTO', 'CARLOS', 'Calle constinuacion 314', 'Naucalpan', 12511, '388497655.7', '388497655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150815', 'TAMAYO', 'GUTI', 'YOLANDA', 'ADRIANA', 'Calle constinuacion 315', 'Huehuetoca', 10723, '384498655.7', '384498655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150816', 'TAMAYO', 'NINO', 'LU', 'CLARA', 'Calle constinuacion 316', 'Coacalco', 58999, '380499655.7', '380499655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150817', 'TAPIAS', 'INFANTE', 'MARGARITA', 'BORIS', 'Calle constinuacion 317', 'Tultitlan', 57211, '376500655.7', '376500655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150818', 'TAVERA', 'HERRERA', 'ANA', 'JOS', 'Calle constinuacion 318', 'Cuatitlan', 55423, '372501655.7', '372501655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150819', 'TIMARAN', 'ARIAS', 'CESAR', 'JULIO', 'Calle constinuacion 319', 'Naucalpan', 53635, '368502655.7', '368502655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150820', 'TOB', 'ARANGO', 'JORGE', 'ADOLFO', 'Calle constinuacion 320', 'Huehuetoca', 51847, '364503655.7', '364503655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150821', 'TORO', 'REND', 'MARTHA', 'SANDRA', 'Calle constinuacion 321', 'Coacalco', 50059, '360504655.7', '360504655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150822', 'TORRES', 'ARZUZA', 'ALICIA', 'ADRIANA', 'Calle constinuacion 322', 'Tultitlan', 48271, '356505655.7', '356505655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150823', 'TORRES', 'CABRA', 'CARLOS', 'ELIZABETH', 'Calle constinuacion 323', 'Cuatitlan', 46483, '352506655.7', '352506655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150824', 'TORRES', 'CARDONA', 'ADRIANA', '', 'Calle constinuacion 324', 'Huehuetoca', 44695, '348507655.7', '348507655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150825', 'TORRES', 'CASTELLANOS', 'CLARA', 'ALEJANDRO', 'Calle constinuacion 325', 'Coacalco', 42907, '344508655.7', '344508655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150826', 'TORRES', 'GUERRA', 'BORIS', 'GUSTAVO', 'Calle constinuacion 326', 'Tultitlan', 41119, '340509655.7', '340509655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150827', 'TORRES', 'MU', 'JOS', 'MAR', 'Calle constinuacion 327', 'Cuatitlan', 39331, '336510655.7', '336510655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150828', 'TRIANA', 'PARRA', 'JULIO', 'MARGARITA', 'Calle constinuacion 328', 'Naucalpan', 37543, '332511655.7', '332511655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150829', 'TRIVI', 'BOTERO', 'ADOLFO', 'LIDIA', 'Calle constinuacion 329', 'Huehuetoca', 35755, '328512655.7', '328512655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150830', 'TRUJILLO', 'JIM', 'SANDRA', 'JAIRO', 'Calle constinuacion 330', 'Coacalco', 33967, '324513655.7', '324513655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150831', 'TRUJILLO', 'LONDO', 'ADRIANA', 'LUZ', 'Calle constinuacion 331', 'Tultitlan', 32179, '320514655.7', '320514655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150832', 'TRUJILLO', 'MART', 'ELIZABETH', 'ENRIQUE', 'Calle constinuacion 332', 'Cuatitlan', 30391, '316515655.7', '316515655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150833', 'UCHINA', 'OSCAR', '', 'JORGE', 'Calle constinuacion 333', 'Naucalpan', 28603, '312516655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150834', 'URIBE', 'CARVAJAL', 'ALEJANDRO', 'MARTA', 'Calle constinuacion 334', 'Huehuetoca', 42907, '308517655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150835', 'URIBE', 'LUJAN', 'GUSTAVO', 'JANNETH', 'Calle constinuacion 335', 'Coacalco', 41119, '304518655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150836', 'URIBE', 'SINISTERRA', 'MAR', 'RICARDO', 'Calle constinuacion 336', 'Tultitlan', 39331, '300519655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150837', 'URRENA', 'SERNA', 'MARGARITA', 'RIGOBERTO', 'Calle constinuacion 337', 'Cuatitlan', 37543, '296520655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150838', 'VALDERRAMA', 'PRIETO', 'LIDIA', 'JORGE', 'Calle constinuacion 338', 'Naucalpan', 35755, '292521655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150839', 'VALDES', 'ANGEL', 'JAIRO', 'ANGELA', 'Calle constinuacion 339', 'Huehuetoca', 33967, '288522655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150840', 'VALDEZ', 'MARRUGO', 'LUZ', 'ANA', 'Calle constinuacion 340', 'Coacalco', 32179, '284523655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150841', 'VALENCIA', 'LU', 'ENRIQUE', 'LEONARDO', 'Calle constinuacion 341', 'Tultitlan', 30391, '280524655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150842', 'VALENCIA', 'CASTRO', 'JORGE', 'LEYSI', 'Calle constinuacion 342', 'Cuatitlan', 28603, '276525655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150843', 'VALENCIA', 'OSSA', 'MARTA', 'CARLOS', 'Calle constinuacion 343', 'Huehuetoca', 26815, '272526655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150844', 'VALENCIA', 'MART', 'JANNETH', 'RAMON', 'Calle constinuacion 344', 'Coacalco', 25027, '268527655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150845', 'VALENCIA', 'PARRA', 'RICARDO', 'KAROL', 'Calle constinuacion 345', 'Tultitlan', 23239, '264528655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150846', 'VALLEJO', 'G', 'RIGOBERTO', 'VESBAVER', 'Calle constinuacion 346', 'Cuatitlan', 21451, '260529655.7', '260529655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150847', 'VALLEJO', 'LONDO', 'JORGE', 'GLORIA', 'Calle constinuacion 347', 'Naucalpan', 19663, '256530655.7', '256530655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150848', 'VALLEJO', 'MARIN', 'ANGELA', 'HECTOR', 'Calle constinuacion 348', 'Huehuetoca', 17875, '252531655.7', '252531655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150849', 'VALLEJO', 'PINEDA', 'ANA', 'JAVIER', 'Calle constinuacion 349', 'Coacalco', 16087, '248532655.7', '248532655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150850', 'VANEGAS', 'AYALA', 'LEONARDO', 'DIEGO', 'Calle constinuacion 350', 'Tultitlan', 50059, '244533655.7', '244533655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150851', 'VANEGAS', 'PARDO', 'LEYSI', 'DIEGO', 'Calle constinuacion 351', 'Cuatitlan', 48271, '240534655.7', '240534655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150852', 'VANIN', 'MONTANO', 'CARLOS', 'WILLIAM', 'Calle constinuacion 352', 'Naucalpan', 46483, '236535655.7', '236535655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150853', 'VARELA', 'USUGA', 'RAMON', 'YOLERCY', 'Calle constinuacion 353', 'Huehuetoca', 44695, '232536655.7', '232536655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150854', 'VARGAS', 'CASTRO', 'KAROL', 'BONILLA', 'Calle constinuacion 354', 'Coacalco', 42907, '228537655.7', '228537655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150855', 'VARGAS', 'DE', 'VESBAVER', 'MONICA', 'Calle constinuacion 355', 'Tultitlan', 41119, '224538655.7', '224538655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150856', 'VARGAS', 'GONZ', 'GLORIA', 'MARITZA', 'Calle constinuacion 356', 'Cuatitlan', 39331, '220539655.7', '220539655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150857', 'VARGAS', 'VARGAS', 'HECTOR', 'RICAURTE', 'Calle constinuacion 357', 'Naucalpan', 37543, '216540655.7', '216540655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150858', 'VARON', 'DIMATE', 'JAVIER', 'MARTIN', 'Calle constinuacion 358', 'Huehuetoca', 35755, '212541655.7', '212541655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150859', 'VASCO', 'ECHAVARRIA', 'DIEGO', 'PERPETUA', 'Calle constinuacion 359', 'Coacalco', 33967, '208542655.7', '208542655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150860', 'VASCO', 'RESTREPO', 'DIEGO', 'ALBA', 'Calle constinuacion 360', 'Tultitlan', 32179, '204543655.7', '204543655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150861', 'V', 'BAYONA', 'WILLIAM', 'SOL', 'Calle constinuacion 361', 'Cuatitlan', 30391, '200544655.7', '200544655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150862', 'V', 'CABRERA', 'YOLERCY', 'ALBERTO', 'Calle constinuacion 362', 'Huehuetoca', 28603, '196545655.7', '196545655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150863', 'V', 'DE', 'BONILLA', 'CARLOS', 'Calle constinuacion 363', 'Coacalco', 26815, '192546655.7', '192546655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150864', 'VEGA', 'ARIAZ', 'MONICA', 'NANCY', 'Calle constinuacion 364', 'Tultitlan', 25027, '188547655.7', '188547655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150865', 'VELASCO', 'VALENCIA', 'MARITZA', 'GERMAN', 'Calle constinuacion 365', 'Cuatitlan', 23239, '184548655.7', '184548655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150866', 'VEL', 'MARULANDA', 'RICAURTE', 'NESTOR', 'Calle constinuacion 366', 'Naucalpan', 21451, '180549655.7', '180549655.7', '15/16');
